,Unnamed: 0.1,Unnamed: 0,transcription,recognized,phonetic_ev,new_path,lang
633,633,851,adăandamannaqmaq:,hadat̪ːanaːɳʋu,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/851.wav,yrk
634,634,853,tyedănandamaqniwqŋămgǣsidyambonihtyedahmănih?»,t͡ɕɛvnɔtɔmɔɲɛmtɛxilibu,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/853.wav,yrk
635,635,854,Ŋămgǣsidyambonihtyedananih?»,vɛɕiliwbujd͡ʑɛ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/854.wav,yrk
636,636,856,Tiŋǣqniwhŋămgǣsidyambonihŋǣdăkǣnih?»,tiŋgaɬimpuɲnaǃi,0.599910394265233,/home/kesha/dev/uni/kursach/refs/asr/new_audio/856.wav,yrk
637,637,858,Ŋamgǣhyeqǣ̌mnyatyedahMuŋgoqpyayabidmhmănʹtyedahŋǣdăkǣdmhtyedanani?»,bijampkɛrnuputɛjʋiɾnunund͡ʑatumjerupenkʲɛɲ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/858.wav,yrk
638,638,861,Muŋgoqpyayabilǣdǣmdayolʹcyedō,kuʈːajʋumaːjulleɾun̪d̪akoʈːijaʋo,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/861.wav,yrk
639,639,862,Laănăkoŋǣqniwhponhilyeŋaah,ʋanapuːnioɳikizu,0.4354838709677419,/home/kesha/dev/uni/kursach/refs/asr/new_audio/862.wav,yrk
640,640,863,Muŋgoqpyayabirŋanihŋǣwadi,puʈajjeʋiɾnaːjamajʋut̪u,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/863.wav,yrk
641,641,865,"Ŋǣwadǣ̄,ŋǣryoyhŋǣwiq–",ǃǃǃʋ,0.8379416282642089,/home/kesha/dev/uni/kursach/refs/asr/new_audio/865.wav,yrk
642,642,866,salabaqŋanihanimyaq.,talavɔiliɲɛ,0.4814516129032258,/home/kesha/dev/uni/kursach/refs/asr/new_audio/866.wav,yrk
643,643,867,Nyewiirinatatikimuŋgohyesyaq,ɲoŋʋujjiɾimbat̪at͡ɕiǃumupuːjɛ͡ɛ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/867.wav,yrk
644,644,868,tikilăbtǣymyunyaŋǣdiŋanihsilpapyayda,kʲipɔlat͡ʂajmujɲɛmɛlimwadiɕiupavjɛa,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/868.wav,yrk
645,645,869,ayertaŋodhtipăkăltihŋanihitharbilih,ajatɔmujkʲivɔkupɨɔɲid͡ʑitɛ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/869.wav,yrk
646,646,871,miithărwadǣ̄mhmănʹ,itrawad̪aman,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/871.wav,yrk
647,647,874,tyedarihithŋulihărwadmhitmihosqmaq»,kɛcɛʋirhuʋitparakijuwa,0.4354838709677419,/home/kesha/dev/uni/kursach/refs/asr/new_audio/874.wav,yrk
648,648,876,Tityedahnyermyaărtanhtǣwaniǐmiyǎŋguaniyath»,jaatan̪d̪eʋanʋio,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/876.wav,yrk
649,649,879,misiqmininsyayh?»,ǃa,0.888045540796964,/home/kesha/dev/uni/kursach/refs/asr/new_audio/879.wav,yrk
650,650,881,Tikipuucyakoyersawămdasyera,ʋuːjaʋjau,0.7252090800477896,/home/kesha/dev/uni/kursach/refs/asr/new_audio/881.wav,yrk
651,651,882,nimdapanǣndanihsyaraŋanihtyeǣtohnyanaŋanihăya,d͡ʑid͡ʑaːd͡ʑɛtumu,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/882.wav,yrk
652,652,884,tuyesămdasotakī,puviʂamtaswɔtɛku,0.1764112903225806,/home/kesha/dev/uni/kursach/refs/asr/new_audio/884.wav,yrk
653,653,885,tikipasihnyupuucyamaqniw:,ǃupadintuma,0.5754838709677419,/home/kesha/dev/uni/kursach/refs/asr/new_audio/885.wav,yrk
654,654,886,Ŋaatanisyermituyesamisosoqmaădanilăŋghnihtipilihponhmaqniwqilyewaniyambanhŋabtaŋguw»,tɨɲid͡ʑɛmmiluɕimsɔdvajnadunkumpilbɔnʋaɾɔːjaʋanwaːptɔm,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/886.wav,yrk
655,655,887,Tikanhŋodhŋabtarkadanisyǎda,ǃamɔtːagamilu,0.5967741935483871,/home/kesha/dev/uni/kursach/refs/asr/new_audio/887.wav,yrk
656,656,888,titadtyaănyahsilihanihsiqiwăbărtyeqǣŋanihtikăanapir-yaqyaqŋaq.,iːtat͡ʂɛɲufvɨiɕiwɔpɔt͡ɕɛant͡ɕɡɛwukɔ̃mia,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/888.wav,yrk
657,657,889,"Wǣǣy,tădawtikipasihnyuqyaqŋanihpyadohkălyeytădawtyukoow!»",ǃaǃǃujumaɳjaǃo,0.769100169779287,/home/kesha/dev/uni/kursach/refs/asr/new_audio/889.wav,yrk
658,658,891,tuyesăkomdatimaqniwqsihnihŋabtada,maɕina,0.8235581622678396,/home/kesha/dev/uni/kursach/refs/asr/new_audio/891.wav,yrk
659,659,897,Timisalăbamyunandaŋǣwaki»,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/897.wav,yrk
660,660,898,Tiŋamgǣǣrtsalăbaŋamgǣǣrtsalăbayǎŋgōanih»,ibɛɬawdɔsɔ̃ɬuɡu,0.6816436251920122,/home/kesha/dev/uni/kursach/refs/asr/new_audio/898.wav,yrk
661,661,899,Muŋgoqpyayăbiŋanihsaaltaŋanihloolbatuta,kut̪ananmaɳmaːlt̪aɳpampat̪utːa,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/899.wav,yrk
662,662,905,ŋulihyabtkoyenhwadyetăwa,jokːujʋojt̪u,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/905.wav,yrk
663,663,906,tyukumihmyuhsyaartănh,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/906.wav,yrk
664,664,907,urkatusipoyhmănʹyedhmyu,pɔtɔduɕipɔjmaɲɛ,0.4326788218793829,/home/kesha/dev/uni/kursach/refs/asr/new_audio/907.wav,yrk
665,665,908,tuyesloombăŋguyedǣytǣwrawianyuyiq?»,t̪uːtoːpumid̪ajʈːaŋpoajii,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/908.wav,yrk
666,666,911,"ǣyyaǣyq,maqniwqnyenaqyaqăwlyanyoq",ǃeːkjaumanɨɲɛbid͡ʑaw,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/911.wav,yrk
667,667,912,maqniwqwadyetănakinŋulyēq»,imajmatːrupage,0.5364396654719235,/home/kesha/dev/uni/kursach/refs/asr/new_audio/912.wav,yrk
668,668,913,"Măncyawmaqniwqaŋguqnidamh,",vid͡ʑɔwmɔɲɛaɡɲi,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/913.wav,yrk
669,669,914,măncyawaŋguqnidămahtyedahtitadaw,ɲowamuɲiramijuŋkilu,0.4647177419354839,/home/kesha/dev/uni/kursach/refs/asr/new_audio/914.wav,yrk
670,670,915,wadyetănakǣwti»,ʋaɟitanakaŋ,0.3118279569892473,/home/kesha/dev/uni/kursach/refs/asr/new_audio/915.wav,yrk
671,671,917,Tyukumyadhmyunyaŋawnandanisyanadŋǣwiŋǣbtumh,jopumjanmiɲɛʋawnakaiɕɛnɔdujʋuʋajpt̪ːu,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/917.wav,yrk
672,672,918,nikidŋǣwiŋǣbtumh–,ɲ̪ikːutnujʋummeːt̪ːu,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/918.wav,yrk
673,673,919,siqiwăbitănyasʹ,çiuvid̪uɲaj,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/919.wav,yrk
674,674,920,siqiwăbitănyasyēanihmaqniwqti»,kiʋaeʋiʋ̪uɲapjeɳmaŋki,0.4198751300728407,/home/kesha/dev/uni/kursach/refs/asr/new_audio/920.wav,yrk
675,675,922,Siqiwăbărtamhmănǣqŋadamcʹmaqniwq,kioːtraːnuŋan̪d͡ʑama,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/922.wav,yrk
676,676,923,nyermyatonityaănyaŋiǣwănamaqniwqti,jerʋut̪ud͡ʒaimjuːanki,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/923.wav,yrk
677,677,924,tyukuyedarmaqniwqtyukutǣtuyesărilyewahyambanhmaqniwqtiŋămgǣdaŋǣdaki»,pujarmaɲputajtujiɬalbiuːjaɖanmankʲianpjit̪aid,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/924.wav,yrk
678,678,926,Siqiwăbărtamhmănǣqŋadamcʹ».,kiːtamanɛvant͡ɕ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/926.wav,yrk
679,679,927,"Muŋgoqpyayăbimhmănǣkărtanidamănǣsahtămnanidyanyǎqmǣq,",uʈejmdatajit̪imanat̪atdiɲama,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/927.wav,yrk
680,680,928,"nyudyaawmhnyǎqămsadăwā,",vituvmɲɛmsadɔwa,0.4393548387096774,/home/kesha/dev/uni/kursach/refs/asr/new_audio/928.wav,yrk
681,681,929,nidyanyǎqmǣqtămna,ɲ̪it̪uɲamaɖu,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/929.wav,yrk
682,682,933,«Tarsihwǣwadamnyohŋămgǣwadyeqŋaw,ǃ,0.969758064516129,/home/kesha/dev/uni/kursach/refs/asr/new_audio/933.wav,yrk
683,683,937,"Ti,Muŋgoqpyayăbilaănăkomhnidawhanowh.",mupuʈajjaʋilan̪apuiɖaː,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/937.wav,yrk
684,684,939,Titănyamǣanihsyalăndatyaahmǣydanyoqti,t̪iruʋajidand̪aŋd͡ʑaad͡ʑ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/939.wav,yrk
685,685,940,siqiwabărtyeqǣtyaănyahtănqtănaqtimiŋaqtikawna,kiwabd͡ʑɛt͡ɕiːt͡ɕanjatantait͡ɕaimwat͡ɕigawna,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/940.wav,yrk
686,686,942,Mănʹtyedahmasiddaqmănǣkarcyadmh,mid͡ʑɛvmuɕi,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/942.wav,yrk
687,687,943,siqiwtaŋocyahtyerŋawoqmaadăndaqmaqniwqtimaqniwqăbărtaqyeryemyaqtyedahmaqniwaq»,jint̪ujukirmanamantten,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/943.wav,yrk
688,688,944,Tădyechmǣydaanih,ira,0.816532258064516,/home/kesha/dev/uni/kursach/refs/asr/new_audio/944.wav,yrk
689,689,945,ŋopoymungănhmǣyda,pujn̪d̪uŋʋe,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/945.wav,yrk
690,690,946,ŋaawotohsiqimnya,ːʈi,0.877016129032258,/home/kesha/dev/uni/kursach/refs/asr/new_audio/946.wav,yrk
691,691,948,"toqyandatyaănyaŋiǣwanh,",t̪uja̪ud͡ʑaɳuʋan,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/948.wav,yrk
692,692,949,tondatyaahăbărpapyayda,xɔrpajɛj,0.6737536656891495,/home/kesha/dev/uni/kursach/refs/asr/new_audio/949.wav,yrk
693,693,951,maăndanyādsyudbyakopisʹhniwhŋădarh.,ɲaɬʋjokupiçjuːta,0.5949820788530465,/home/kesha/dev/uni/kursach/refs/asr/new_audio/951.wav,yrk
694,694,953,"Uu,maqniwq,yebcotakō",maːɳdiaput̪akːuʋaː,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/953.wav,yrk
695,695,954,wǣwăkosyermhsyertantădaw?»,ɡurukuɕɛrɲt͡ɕɛrtamdɔpaw,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/954.wav,yrk
696,696,957,paryeŋodahyanhmaqniwqŋǣdălyorcʹmǣtinimaqniwqănnitiadan?»,parʋoʋijjanʋaːɲaɳdaɾdmuːd͡ʒikimaɲandint̪urad̪an,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/957.wav,yrk
697,697,958,"Syudbyawǣsakotoqniwqmimhmǣmdayadăbciyeqŋaq,",muwɛɕpɔdujidujakʲia,0.599774943735934,/home/kesha/dev/uni/kursach/refs/asr/new_audio/958.wav,yrk
698,698,959,uhmosawǣyarwhsyudbyamh,ɔsɔjɡapɕɔrju,0.5278592375366569,/home/kesha/dev/uni/kursach/refs/asr/new_audio/959.wav,yrk
699,699,960,"Irikǣ,tălyahtălyah!»",iǃaǃǃ,0.7596774193548386,/home/kesha/dev/uni/kursach/refs/asr/new_audio/960.wav,yrk
700,700,962,ărqniannitinimāărqniăbărtinimāărqniăbartin»,xad͡ʑɛxɔminkiɲumaɲawɔtuiard͡ʑikɔptu,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/962.wav,yrk
701,701,963,[nyeracbortʃiwo],,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/963.wav,yrk
702,702,966,Măncyawadamitănyaanih,ɔd͡ʑo̞ːxadmintaɲaːɲi,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/966.wav,yrk
703,703,967,adăminimancyetuhtakimiparyeŋodahyawnasyudbyamaqniwnyarăbărtaaqnaqŋǣdali»,alɨbiɲɛmɔjtutakuɔrvɔ̃nɛjawnaɕorjumajumjanamatanamivu,0.3532706093189963,/home/kesha/dev/uni/kursach/refs/asr/new_audio/967.wav,yrk
704,704,968,"ăbărtaanaŋǣdalyowisyudbyamaqniwqărtayǎŋguyahobahnimnya,",tadajuːɕodimamajutɔjɛjɛkuoɲi,0.5414746543778801,/home/kesha/dev/uni/kursach/refs/asr/new_audio/968.wav,yrk
705,705,971,ŊămgǣsiyakăwnalaănanSyudbyawǣsakō?»,dɔt͡ɕikɛ̃nanat͡sɨɡwɔkwa,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/971.wav,yrk
706,706,973,"Tiŋǣya,muncyalma",,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/973.wav,yrk
707,707,975,ŋămgǣdandaăbărpăwnidā,kita,0.8172043010752688,/home/kesha/dev/uni/kursach/refs/asr/new_audio/975.wav,yrk
708,708,976,Nyukcya,ǃa,0.7327188940092165,/home/kesha/dev/uni/kursach/refs/asr/new_audio/976.wav,yrk
709,709,977,taykunaǣbidyayamihtăniwa,pajpun̪iːʋiːin̪d̪u,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/977.wav,yrk
710,710,979,pidărŋǣsyǎndyaandlăŋgana.˜,ǃɔd͡ʑjɛ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/979.wav,yrk
711,711,981,ǣbidyayaănaniaŋorondaŋămgănima!,ʋaʋijaɳaɳipaːrn̪d̪aːŋgi,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/981.wav,yrk
712,712,982,"Ŋǣda,tădŋămganih!»",mid̪aʋarrɔŋɡɲi,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/982.wav,yrk
713,713,984,"ănni,ănnitiqŋǣqniqimh»",panɲuʈuli,0.6268328445747801,/home/kesha/dev/uni/kursach/refs/asr/new_audio/984.wav,yrk
714,714,986,ŋanihsiqiwăbărtamhadăŋgodakǣdmharwobtailyebciyeadăŋgodăkǣdmh,paliçinratumhapoɾkaphatajykiːkad,0.5026881720430108,/home/kesha/dev/uni/kursach/refs/asr/new_audio/986.wav,yrk
715,715,991,Mănʹanyesǣyăbiniărqniilăŋgun»,ɲvan̪dutumʋarid̪aku,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/991.wav,yrk
716,716,992,Muŋgoqpyayăbiŋopoyilwahtyaahsiqiwăbărtamhmaandanyahsakăadtǣydāmărcyandalihnih,kutɛjvjɛːɔpɔjmɔ̃vjarɕiuwtamand͡ʑijasakatːajranad͡ʑatu,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/992.wav,yrk
717,717,996,Săbyeponhninihyadhmaqniwqsyudbyakomandyabǣ,uvɔɲɛjadnɔ̃ɕivuɡ,0.6582181259600614,/home/kesha/dev/uni/kursach/refs/asr/new_audio/996.wav,yrk
718,718,997,Nyeroyaahlăŋghninyanyenǣsyandaŋodhmǣdatănyawi,ɲɛbɔjamaɡiɲit͡ɕpanɲɛnt͡ɕɔduǃ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/997.wav,yrk
719,719,999,"tikanhtǣwinihtikanh.
",ǃaɳɖiʋika,0.588325652841782,/home/kesha/dev/uni/kursach/refs/asr/new_audio/999.wav,yrk
720,720,1001,Mănʹărqniăbărtin,maɲaːrɲɛɡarɔtu,0.3850806451612903,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1001.wav,yrk
721,721,1002,ărqnitiniŋǣqniqimh».,ǃ,0.9516129032258064,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1002.wav,yrk
722,722,1004,pidărpǣdărayahtyerănninawhŋaq,pakuraljand͡ʒaran̪dinuwa,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1004.wav,yrk
723,723,1006,"ŋaaq,pyadărmǣqturpyataq",mnapjaʋaɾmot̪urupjæ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1006.wav,yrk
724,724,1007,mănʹtyukiniărqniăbărpăŋun»,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1007.wav,yrk
725,725,1010,siqiwăbărtaqyamhmaqniwq,kioːt̪ajamaɲu,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1010.wav,yrk
726,726,1011,syudbyayeddatănyawianih,ǃiʋʋiɭjaʋat̪uɲumuejji,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1011.wav,yrk
727,727,1012,"syudbyayedăndatyeruwnatudodohyaŋgaq,",eʋijan̪d̪ukiɾuːnampuʋujuŋga,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1012.wav,yrk
728,728,1013,"ŋămcidohyaŋgaqtăryemhpyadaw,tăryemh",kit̪ukuŋgapɾjeɳɖjaːzaw,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1013.wav,yrk
729,729,1014,Nyenǣsyandaŋodqmaqniwqŋarkaawŋǣwiyeddasyanriăbărtamhnyalranakǣ̄.,ɕadwumaɲuːmagaujjadud͡ʑukjaotanaranu,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1014.wav,yrk
730,730,1015,"Ŋămgǣpăsinyuŋanihyenărmanapiŋgu,",ppɔzujmajjɛdrvɔnɛvi,0.4611895161290322,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1015.wav,yrk
731,731,1016,ancyerrihpinaya,jaxt͡ɕɛlupinajɛ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1016.wav,yrk
732,732,1017,Syudbyamannaqmaq:«Taykuyyesyapaŋgqyaqtinyoq,piɾimmaːnuŋkedrapukeɕiʋanvijaki,0.3923480870217554,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1017.wav,yrk
733,733,1019,tyukuŋamcisăppamǣtaqyamitiqyaqaw»,poŋgiǃapːamad̪ejaʋiːʈukija,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1019.wav,yrk
734,734,1020,"Măniyeǣwanyenǣcyaqŋǣwaqtikăanaŋuliqŋokaq,tǣritikaanaŋoniq",jeʋːuɲikːaukam,0.765704584040747,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1020.wav,yrk
735,735,1021,Punaawmaqniwq:«Ŋōrcʹmănʹwidărăbqnani,aʋʋaːɲmoːɾkiupːaɲeput̪raʋɳaɲi,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1021.wav,yrk
736,736,1022,punayednihtyermapirdirtanihmănʹwidărăbqnanimaqniwqyoŋgmisăp-irtyukutibkaqyaqănăni,unijadukeɾmaŋgiɾutiɾut̪aniʋanput̪aruʋinmːɲinaːʋuɲatapajjekut̪ukujaː,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1022.wav,yrk
737,737,1023,pidărwidărăbqnandyoŋgămdsăpăŋguw».,xɔdɛbɔdravnakɔ,0.6181214421252372,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1023.wav,yrk
738,738,1025,"Yed,yedpinqniwq",jajanʈuɳinju,0.3290322580645161,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1025.wav,yrk
739,739,1026,Yedpinaanih,ʋinaːɲi,0.4853372434017595,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1026.wav,yrk
740,740,1027,"tăryemhsirŋadǣmhanih,",ǃiɾmad̪en,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1027.wav,yrk
741,741,1028,Tuhǣwănayekarŋămgǣrkaawmhmănǣqŋaqtudapinyaŋiǣwuwna,tuːkeuɳajkːat̪at̪aːkuʋeːn,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1028.wav,yrk
742,742,1029,Tădnyaqămawǣtuhǣwhpomna,paʋɲamaʋajt̪uːʈuku,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1029.wav,yrk
743,743,1030,matqpiyasănoorh.,matːikesanaʋːaɾ,0.3548387096774194,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1030.wav,yrk
744,744,1031,Tikămdamakăndamǣda,undːumaːkantamuɻad̪a,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1031.wav,yrk
745,745,1032,asăwaŋăcyekǣrMuŋgohpyayăbir.,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1032.wav,yrk
746,746,1034,Yedmihŋămgămih,ajaɾn̪uːkan,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1034.wav,yrk
747,747,1035,mănʹadamiŋătyena»,xadɨmmɛt͡ɕina,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1035.wav,yrk
748,748,1037,tǣdorcyǎtidairiqyaqămda,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1037.wav,yrk
749,749,1038,Yedmihmaqniwqmănʹtyedăŋguw»,jɛkɔmajuvud͡ʑɛ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1038.wav,yrk
750,750,1040,"Maqniwq:«Syaarihtianyedaăbărtiadabăttikăanayedamdărttyedibăir,",ɕajid͡ʑiaǃartuʋːnǃadanjatakerʋujyr,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1040.wav,yrk
751,751,1041,mănʹtyedahmănʹmǣwăndamiŋǣqniwh–,d͡ʑɛlmaŋaŋdarinɲi,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1041.wav,yrk
752,752,1042,mănʹărqnityedăŋguw»,jɛm,0.866723259762309,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1042.wav,yrk
753,753,1045,Syudbyandaŋilhyalăndohtudopǣrŋa,irandramujaːt̪utuʈuʋɛ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1045.wav,yrk
754,754,1046,pidaŋilănadanyenǣyŋămcaq,ǃ,0.961021505376344,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1046.wav,yrk
755,755,1048,Tyedahyaanilăŋganaŋamdyodadmhŋaatŋamdyolawamihilyewahyambanh»,pujeɳɲimakanaɳɖad̪oːmaːtundroːnjnuːjabä,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1048.wav,yrk
756,756,1049,Muŋgohpyayăbimaqniwq:,peːɾmaːju,0.6513056835637481,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1049.wav,yrk
757,757,1050,"Mi,ŋōrtanyenǣcyaŋgawănyarinaŋamdyoyawa,",waʈaɲit͡ɕʋoɲarinmunt͡rajɛ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1050.wav,yrk
758,758,1051,yaahlăŋganamănʹŋamdyodadmh»,ǃanǃa,0.8219832735961768,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1051.wav,yrk
759,759,1052,"Yaahlăŋgaănaŋamdǣ̄anih,",jaːkann̪ampeɾi,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1052.wav,yrk
760,760,1053,MuŋgohpyayăbiyathtiŋămgǣhpirkănairsuhŋăworŋaahSyudbyawǣsakomhmăniyedātarsihtyukiwidărăŋō,put̪ejllilt̪uǃujuǃ̪uʋanǃijunʋotkuijenanatkunt̪aramwa,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1053.wav,yrk
761,761,1054,Muŋgohpyayăbirsyudbyaqmoncăŋgăqyaqtăsihyaahithtyalkaădtasyetida,ukudɛjabjilɕuɾibɔmututejato̞ɕiirajitɑkataɕitɯ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1054.wav,yrk
762,762,1056,alyasānwonda,halɛsamvɔta,0.3002481389578164,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1056.wav,yrk
763,763,1059,Yaaralǣqŋa?»,jahaleŋa,0.3763440860215053,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1059.wav,yrk
764,764,1061,alyamhpyuuwabhănyaalǣsq».,alipiwɔdɲɛnɨ,0.5490322580645162,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1061.wav,yrk
765,765,1063,ŋăwǣdpǣrcyatinilyewandyambănh?»,ɔŋʋɛrt͡ɕɛtɨnliwatɨja,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1063.wav,yrk
766,766,1064,alyamhninadabasyatuh?»,panunarhɔɕtu,0.4978005865102639,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1064.wav,yrk
767,767,1066,Tikandaŋăwopǣrŋan?»,kadɔmɲuna,0.5611205432937181,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1066.wav,yrk
768,768,1067,"Yāŋgō,tǣriyahtaborokoqmana».",serjatoː,0.7462365591397849,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1067.wav,yrk
769,769,1068,Yahtaborqŋămgǣ?»,jen̪d̪ʋarɬuŋɡɨ,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1068.wav,yrk
770,770,1069,Yahtaborkananyenǣcʹhancyerqilyeŋgu?»,jandavɔpɛnɲɛdat͡ɕit͡ɕɛrju,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1069.wav,yrk
771,771,1070,Nyenǣciyeqŋămcarininawhŋaworqilyewandyambanh,ɲad͡ʑɛjntvriŋirɔ̃buwarɔdjɛnva,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1070.wav,yrk
772,772,1071,nyenǣcyahŋămcaawyathŋăwărwuniŋaq»,ǃa,0.9403714565004888,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1071.wav,yrk
773,773,1072,Yeddihsusa,,1.0,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1072.wav,yrk
774,774,1073,"Muŋgohpyayăbimannaqmaq:«Mănʹmyakniayadmh,",ʋajemmanuminakija,0.6136900078678206,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1073.wav,yrk
775,775,1076,taykunasyanăkulwaasryoqyaqmităniwa,tajpuniɕɔnbuwɔavjɛm,0.4928842504743833,/home/kesha/dev/uni/kursach/refs/asr/new_audio/1076.wav,yrk
